TCGplayer Id,Product Line,Set Name,Product Name,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,My totals,My Store Price,Photo URL,Sold For ,Listed Where,Sold When,Where is it?,Sold For,Profit
8294745,Magic,Foundations,Homunculus Horde (Borderless),308,R,Near Mint,1.02,,,,,1,1.02,,1.02,https://user-content.cardcastle.co/uploads/card_user/scanned_image/ca0da10f-a0ef-4965-b5c3-266415f5682c.jpg,,,,81826,,
8190911,Magic,Duskmourn: House of Horror,The Mindskinner,66,R,Near Mint,2.39,,,,,1,2.39,,2.39,https://user-content.cardcastle.co/uploads/card_user/scanned_image/5f41bd0a-2bfc-44e3-bdb8-bd134bfcc3da.jpg,,,,81826,,
8643703,Magic,Tarkir: Dragonstorm,Stillness in Motion (Borderless),334,R,Near Mint,0.24,,,,,1,0.24,,0.24,https://user-content.cardcastle.co/uploads/card_user/scanned_image/aed56b35-a877-4bed-9b07-43650caf9f9b.jpg,,,,81826,,
7262385,Magic,Commander Masters,Day's Undoing,85,R,Near Mint,1.45,,,,,1,1.45,,1.45,https://user-content.cardcastle.co/uploads/card_user/scanned_image/64edf082-8358-4c5a-8488-e777be8ea87f.jpg,,,,81826,,
1043617,Magic,Return to Ravnica,Necropolis Regent,71,M,Near Mint,0.62,,,,,1,0.62,,0.62,https://user-content.cardcastle.co/uploads/card_user/scanned_image/2827dc89-4091-43f3-977f-42153f57c459.jpg,,,,81826,,
7900627,Magic,Modern Horizons 3,Chthonian Nightmare,83,R,Near Mint,0.58,,,,,1,0.58,,0.58,https://user-content.cardcastle.co/uploads/card_user/scanned_image/0f7fd257-fc5d-4359-914e-0228a1213018.jpg,,,,81826,,
1253832,Magic,Khans of Tarkir,Necropolis Fiend,82,R,Near Mint,0.17,,,,,1,0.17,,0.17,https://user-content.cardcastle.co/uploads/card_user/scanned_image/ac12997f-f928-4679-86e9-c3609bcd9998.jpg,,,,81826,,
6934589,Magic,Phyrexia: All Will Be One,Archfiend of the Dross,82,R,Near Mint,0.37,,,,,1,0.37,,0.37,https://user-content.cardcastle.co/uploads/card_user/scanned_image/8b2318ba-dbd4-4596-8f5a-847ce0513f57.jpg,,,,81826,,
8830816,Magic,Edge of Eternities,Entropic Battlecruiser,99,R,Near Mint,0.33,,,,,1,0.33,,0.33,https://user-content.cardcastle.co/uploads/card_user/scanned_image/1e5ec9f8-3186-455a-8001-bd66557afc60.jpg,,,,81826,,
8803320,Magic,Edge of Eternities,Sunset Saboteur,116,R,Near Mint,0.27,,,,,1,0.27,,0.27,https://user-content.cardcastle.co/uploads/card_user/scanned_image/b21491a4-3250-49bb-880c-c3dddcc14e87.jpg,,,,81826,,
5326870,Magic,Promo Pack: Duskmourn: House of Horror,Path of Peril,124p,R,Near Mint,0.58,,,,,1,0.58,,0.58,https://user-content.cardcastle.co/uploads/card_user/scanned_image/dc97aab9-5ac6-4ded-ae39-3d71e9530d51.jpg,,,,81826,,
7827682,Magic,Outlaws of Thunder Junction,"Vadmir, New Blood",113,R,Near Mint,0.29,,,,,1,0.29,,0.29,https://user-content.cardcastle.co/uploads/card_user/scanned_image/40393cc9-dead-476c-9dd3-f517cf840a89.jpg,,,,81826,,
22910,Magic,Onslaught,Endemic Plague,142,R,Near Mint,0.24,,,,,1,0.24,,0.24,https://user-content.cardcastle.co/uploads/card_user/scanned_image/245d1595-790e-42f2-9148-39ca161634c3.jpg,,,,81826,,
7170430,Magic,Universes Beyond: The Lord of the Rings: Tales of Middle-earth,Shadow of the Enemy,107,M,Near Mint,1.19,,,,,1,1.19,,1.19,https://user-content.cardcastle.co/uploads/card_user/scanned_image/a1c71d75-fe35-4da0-9023-bd7e2ce8c39d.jpg,,,,81826,,
8821163,Magic,Edge of Eternities,Chorale of the Void,91,R,Near Mint,0.24,,,,,1,0.24,,0.24,https://user-content.cardcastle.co/uploads/card_user/scanned_image/c11112ab-f811-46f1-9c04-8c69a313f233.jpg,,,,81826,,
8801125,Magic,Edge of Eternities,Elegy Acolyte,97,R,Near Mint,0.33,,,,,1,0.33,,0.33,https://user-content.cardcastle.co/uploads/card_user/scanned_image/627c71ea-16c5-417a-808d-d77d444def0f.jpg,,,,81826,,
8327805,Magic,Foundations,High-Society Hunter,61,R,Near Mint,0.31,,,,,1,0.31,,0.31,https://user-content.cardcastle.co/uploads/card_user/scanned_image/03ed0736-342d-42ce-8515-c2557884b07d.jpg,,,,81826,,
8047740,Magic,Bloomburrow,Scavenger's Talent,111,R,Near Mint,1.13,,,,,1,1.13,,1.13,https://user-content.cardcastle.co/uploads/card_user/scanned_image/0ac2b86d-1f73-43a4-b39b-bede1b4e423f.jpg,,,,81826,,
8980452,Magic,Avatar: The Last Airbender,Foggy Swamp Visions,102,R,Near Mint,0.29,,,,,1,0.29,,0.29,https://user-content.cardcastle.co/uploads/card_user/scanned_image/d32ef578-4781-484d-b468-bbee36e738cc.jpg,,,,81826,,
6934669,Magic,Phyrexia: All Will Be One,"Karumonix, the Rat King",98,R,Near Mint,1.17,,,,,1,1.17,,1.17,https://user-content.cardcastle.co/uploads/card_user/scanned_image/47117d87-a237-4103-9937-a8dc29d0d8de.jpg,,,,81826,,
6938009,Magic,Phyrexia: All Will Be One,Archfiend of the Dross (Showcase),304,R,Near Mint,0.36,,,,,1,0.36,,0.36,https://user-content.cardcastle.co/uploads/card_user/scanned_image/a30e645f-0470-4419-a990-17a2ebbd090b.jpg,,,,81826,,
7991977,Magic,Universes Beyond: Assassin's Creed,Templar Knight,10,U,Near Mint,2.11,,,,,4,2.11,,2.11,https://user-content.cardcastle.co/uploads/card_user/scanned_image/0285795e-3853-49bc-baa9-e2725015124e.jpg,,,,81826,,
7283074,Magic,Commander Masters,Karn's Bastion,1007,R,Near Mint,3.71,,,,,1,3.71,,3.71,https://user-content.cardcastle.co/uploads/card_user/scanned_image/057bfd81-f121-401d-889c-b70d63ef85ab.jpg,,,,81826,,
8742220,Magic,FINAL FANTASY,"Midgar, City of Mako (Borderless)",313,R,Near Mint,4.42,,,,,1,4.42,,4.42,https://user-content.cardcastle.co/uploads/card_user/scanned_image/6cead6ea-2761-4545-a27c-45206d09b875.jpg,,,,81826,,
8830536,Magic,Edge of Eternities,Moonlit Meditation,69,R,Near Mint,0.4,,,,,1,0.4,,0.4,https://user-content.cardcastle.co/uploads/card_user/scanned_image/827995e2-682c-4a10-8a41-3696f4ed79cb.jpg,,,,81826,,
24382,Magic,Betrayers of Kamigawa,"Oyobi, Who Split the Heavens",18,R,Near Mint,0.44,,,,,2,0.44,,0.44,https://user-content.cardcastle.co/uploads/card_user/scanned_image/91a077e9-a2e6-4129-b2b8-e1b821b60125.jpg,,,,81826,,
25476,Magic,Dissension,Haazda Shield Mate,12,R,Near Mint,0.31,,,,,1,0.31,,0.31,https://user-content.cardcastle.co/uploads/card_user/scanned_image/95e4fdcc-59f8-4d8e-96e2-1d0b2c27ba0b.jpg,,,,81826,,
17052,Magic,7th Edition,Kjeldoran Royal Guard,23,R,Near Mint,0.24,,,,,1,0.24,,0.24,https://user-content.cardcastle.co/uploads/card_user/scanned_image/70a06124-ff5e-432f-8138-894710c6daef.jpg,,,,81826,,
22563,Magic,Judgment,Commander Eesha,9,R,Near Mint,2.95,,,,,7,2.95,,2.95,https://user-content.cardcastle.co/uploads/card_user/scanned_image/0dac8bd0-428b-4e36-a3a0-7bb15aedb2cd.jpg,,,,81826,,
7926364,Magic,Modern Horizons 3,"Pearl-Ear, Imperial Advisor",39,R,Near Mint,0.36,,,,,3,0.36,,0.36,https://user-content.cardcastle.co/uploads/card_user/scanned_image/089b6262-a675-4078-ba89-52d470e655c6.jpg,,,,81826,,
5164978,Magic,Innistrad: Midnight Hunt,Brutal Cathar (Showcase),286,R,Near Mint,0.27,,,,,1,0.27,,0.27,https://user-content.cardcastle.co/uploads/card_user/scanned_image/36baedd3-8e8d-4fbb-b9f6-cd52e31fdf47.jpg,,,,81826,,
1067451,Magic,Gatecrash,Frontline Medic,12,R,Near Mint,0.23,,,,,1,0.23,,0.23,https://user-content.cardcastle.co/uploads/card_user/scanned_image/3f9678a0-f7d1-43fd-abbd-8ad43ae1b5e3.jpg,,,,81826,,
1183218,Magic,Journey Into Nyx,Deicide,7,R,Near Mint,0.17,,,,,1,0.17,,0.17,https://user-content.cardcastle.co/uploads/card_user/scanned_image/60a04f59-3cb3-48ef-8616-7d185c54a9e6.jpg,,,,81826,,
5654511,Magic,Commander Legends: Battle for Baldur's Gate,Archpriest of Iona,686,R,Near Mint,0.39,,,,,1,0.39,,0.39,https://user-content.cardcastle.co/uploads/card_user/scanned_image/9e5dbe69-49cb-4307-b84f-522d66c3bc54.jpg,,,,81826,,
7860792,Magic,Commander: Outlaws of Thunder Junction,Angelic Sell-Sword,10,R,Near Mint,0.44,,,,,1,0.44,,0.44,https://user-content.cardcastle.co/uploads/card_user/scanned_image/2829e955-5d64-4200-91df-ec3eb16cb551.jpg,,,,81826,,
8210965,Magic,Commander: Duskmourn: House of Horror,Soaring Lightbringer,11,R,Near Mint,0.83,,,,,1,0.83,,0.83,https://user-content.cardcastle.co/uploads/card_user/scanned_image/2835b498-01b0-4cb0-8d79-d6a059929e37.jpg,,,,81826,,
5760413,Magic,Dominaria United,Defiler of Faith,16,R,Near Mint,0.39,,,,,1,0.39,,0.39,https://user-content.cardcastle.co/uploads/card_user/scanned_image/6e051317-7091-4ecd-9dec-b3522c728574.jpg,,,,81826,,
7529213,Magic,The Lost Caverns of Ixalan,Thousand Moons Smithy,39,R,Near Mint,3.65,,,,,1,3.65,,3.65,https://user-content.cardcastle.co/uploads/card_user/scanned_image/f74e4cf1-c96c-4bde-bb61-c3134b18ed6f.jpg,,,,81826,,
7509214,Magic,The Lost Caverns of Ixalan,Unstable Glyphbridge,41,R,Near Mint,0.32,,,,,1,0.32,,0.32,https://user-content.cardcastle.co/uploads/card_user/scanned_image/545efd0e-3e3a-4b04-9670-340305f5f8be.jpg,,,,81826,,
7295926,Magic,Commander Masters,Boon of the Spirit Realm (Extended Art),753,R,Near Mint,8.12,,,,,1,8.12,,8.12,https://user-content.cardcastle.co/uploads/card_user/scanned_image/2b26e22c-cddf-4865-87f4-0e8b46e213fd.jpg,,,,81826,,
22106,Magic,Odyssey,Lieutenant Kirtar,29,R,Near Mint,1,,,,,1,1,,1,https://user-content.cardcastle.co/uploads/card_user/scanned_image/15b0158d-04aa-4c09-95e0-fb3383cecb55.jpg,,,,81826,,
23062,Magic,Legions,Celestial Gatekeeper,6,R,Near Mint,1.92,,,,,1,1.92,,1.92,https://user-content.cardcastle.co/uploads/card_user/scanned_image/b93cf8ae-0687-4903-9b99-a1cbf94c360b.jpg,,,,81826,,
5174934,Magic,Innistrad: Midnight Hunt,Sigardian Savior,34,M,Near Mint,0.36,,,,,1,0.36,,0.36,https://user-content.cardcastle.co/uploads/card_user/scanned_image/4521a3da-79d4-4603-92af-4edf5a5f9b0b.jpg,,,,81826,,
3257820,Magic,Aether Revolt,Sram's Expertise,24,R,Near Mint,0.73,,,,,1,0.73,,0.73,https://user-content.cardcastle.co/uploads/card_user/scanned_image/b1825f7a-f9e8-4b65-b860-671e5096b414.jpg,,,,81826,,
22578,Magic,Judgment,Silver Seraph,23,R,Near Mint,0.98,,,,,2,0.98,,0.98,https://user-content.cardcastle.co/uploads/card_user/scanned_image/1ec784c6-0c24-477e-b1d2-e5b8d4df53ba.jpg,,,,81826,,
8329646,Magic,Foundations,Skyknight Squire (Borderless),301,R,Near Mint,0.7,,,,,1,0.7,,0.7,https://user-content.cardcastle.co/uploads/card_user/scanned_image/6c862be5-aac0-46e6-b554-eb8411e03eb9.jpg,,,,81826,,
1228437,Magic,Magic 2015 (M15),Spirit Bonds,37,R,Near Mint,0.41,,,,,1,0.41,,0.41,https://user-content.cardcastle.co/uploads/card_user/scanned_image/23b29c99-b83e-46c2-90f9-7fa3f4b79b68.jpg,,,,81826,,
25223,Magic,Ravnica: City of Guilds,Twilight Drover,33,R,Near Mint,0.56,,,,,1,0.56,,0.56,https://user-content.cardcastle.co/uploads/card_user/scanned_image/bf3baac6-351e-49aa-8870-952267275ab0.jpg,,,,81826,,
2737012,Magic,Dragons of Tarkir,Hidden Dragonslayer,23,R,Near Mint,0.17,,,,,1,0.17,,0.17,https://user-content.cardcastle.co/uploads/card_user/scanned_image/6edd7ec4-adb8-4af2-ac5c-9b98532e6ef5.jpg,,,,81826,,
1278099,Magic,Fate Reforged,Mastery of the Unseen,19,R,Near Mint,0.13,,,,,1,0.13,,0.13,https://user-content.cardcastle.co/uploads/card_user/scanned_image/9b47fcb3-ebcc-4361-8161-9b3262d5aaef.jpg,,,,81826,,
1164000,Magic,Born of the Gods,Silent Sentinel,26,R,Near Mint,0.21,,,,,1,0.21,,0.21,https://user-content.cardcastle.co/uploads/card_user/scanned_image/8c8665f0-02c1-4638-894b-bd8190f7443b.jpg,,,,81826,,
1067512,Magic,Gatecrash,Luminate Primordial,20,R,Near Mint,0.34,,,,,1,0.34,,0.34,https://user-content.cardcastle.co/uploads/card_user/scanned_image/7483373e-a293-4b96-8360-08be759e9861.jpg,,,,81826,,
2736028,Magic,Dragons of Tarkir,Profound Journey,30,R,Near Mint,0.25,,,,,1,0.25,,0.25,https://user-content.cardcastle.co/uploads/card_user/scanned_image/085c7cf0-ff51-43dd-a0a5-af7504a2dac5.jpg,,,,81826,,
8628790,Magic,Commander: Tarkir: Dragonstorm,Ironwill Forger (Extended Art),53,R,Near Mint,0.63,,,,,1,0.63,,0.63,https://user-content.cardcastle.co/uploads/card_user/scanned_image/cc495248-d7a7-414d-8987-def15224d31b.jpg,,,,81826,,
8637795,Magic,Tarkir: Dragonstorm,Sage of the Skies,22,R,Near Mint,0.56,,,,,1,0.56,,0.56,https://user-content.cardcastle.co/uploads/card_user/scanned_image/a5e7b7a1-eeff-424b-afe5-921e15cab994.jpg,,,,81826,,
8285150,Magic,Foundations,Crystal Barricade,7,R,Near Mint,2.12,,,,,1,2.12,,2.12,https://user-content.cardcastle.co/uploads/card_user/scanned_image/435a8f06-f284-4bca-8fc7-6f612121e711.jpg,,,,81826,,
7528733,Magic,The Lost Caverns of Ixalan,Kutzil's Flanker,20,R,Near Mint,0.4,,,,,1,0.4,,0.4,https://user-content.cardcastle.co/uploads/card_user/scanned_image/6058d6cf-a060-4233-ba4d-d7b68106f72c.jpg,,,,81826,,
25911,Magic,Time Spiral,Opal Guardian,30,R,Near Mint,0.2,,,,,1,0.2,,0.2,https://user-content.cardcastle.co/uploads/card_user/scanned_image/8bddd1c9-3863-426c-afeb-e9eeb990d6c4.jpg,,,,81826,,
16732,Magic,Classic Sixth Edition,Kjeldoran Royal Guard,28,R,Near Mint,0.43,,,,,1,0.43,,0.43,https://user-content.cardcastle.co/uploads/card_user/scanned_image/bec8b4b3-9579-4b91-aa4f-28b34313d519.jpg,,,,81826,,
8207400,Magic,Duskmourn: House of Horror,Unidentified Hovership,37,R,Near Mint,0.2,,,,,1,0.2,,0.2,https://user-content.cardcastle.co/uploads/card_user/scanned_image/99e4eda7-476e-48f5-a113-e1215d29dec2.jpg,,,,81826,,
7284599,Magic,Commander Masters,Onakke Oathkeeper (Extended Art),755,R,Near Mint,0.71,,,,,1,0.71,,0.71,https://user-content.cardcastle.co/uploads/card_user/scanned_image/be44d139-1128-469e-bc54-36f612a8d526.jpg,,,,81826,,
6674497,Magic,The Brothers' War,Soul Partition,26,R,Near Mint,0.45,,,,,1,0.45,,0.45,https://user-content.cardcastle.co/uploads/card_user/scanned_image/97108c1c-8a44-413d-89f1-bfc7fca98609.jpg,,,,81826,,
7525613,Magic,The Lost Caverns of Ixalan,Fabrication Foundry,12,R,Near Mint,0.27,,,,,1,0.27,,0.27,https://user-content.cardcastle.co/uploads/card_user/scanned_image/d6f25a5c-cd9a-4d20-8187-77e78d03edeb.jpg,,,,81826,,
8974097,Magic,Avatar: The Last Airbender: Eternal-Legal,Release to Memory (Borderless),5,M,Near Mint,0.86,,,,,1,0.86,,0.86,https://user-content.cardcastle.co/uploads/card_user/scanned_image/f21f8443-6566-4a47-a73a-c228a03000b4.jpg,,,,81826,,
8294325,Magic,Foundations,Exemplar of Light (0011),11,R,Near Mint,1.64,,,,,2,1.64,,1.64,https://user-content.cardcastle.co/uploads/card_user/scanned_image/7252300b-78e5-4b83-a8bb-fef79bc2fd4a.jpg,,,,81826,,
335627,Magic,Exodus,Cataclysm,3,R,Moderately Played,12.36,,,,,1,12.36,,12.36,https://user-content.cardcastle.co/uploads/card_user/scanned_image/2bbcf0e8-0f3b-4817-b698-b13c0ef2b2ad.jpg,,,,81826,,
7282578,Magic,Commander Masters,Norn's Annex,829,R,Near Mint,5.35,,,,,1,5.35,,5.35,https://user-content.cardcastle.co/uploads/card_user/scanned_image/6fe6bef8-d2a2-4936-a3e5-a131e42947b0.jpg,,,,81826,,
7357782,Magic,Wilds of Eldraine,Three Blind Mice,35,R,Near Mint,0.38,,,,,1,0.38,,0.38,https://user-content.cardcastle.co/uploads/card_user/scanned_image/ab74e42f-31c4-456e-9770-39c91a4289ac.jpg,,,,81826,,
4992125,Magic,Modern Horizons 2,Search the Premises,29,R,Near Mint,0.26,,,,,1,0.26,,0.26,https://user-content.cardcastle.co/uploads/card_user/scanned_image/f10c92d4-e215-4005-8235-f283a7165817.jpg,,,,81826,,
5003561,Magic,Modern Horizons 2,Resurgent Belief,26,R,Near Mint,0.94,,,,,1,0.94,,0.94,https://user-content.cardcastle.co/uploads/card_user/scanned_image/d32c93b3-3f74-426b-b465-d5f258b52fba.jpg,,,,81826,,
1258527,Magic,Khans of Tarkir,High Sentinels of Arashin,13,R,Near Mint,0.17,,,,,1,0.17,,0.17,https://user-content.cardcastle.co/uploads/card_user/scanned_image/7c9208bc-e523-4199-a76a-88435a08e4c4.jpg,,,,81826,,
6809331,Magic,Dominaria Remastered,Windborn Muse,36,R,Near Mint,0.73,,,,,1,0.73,,0.73,https://user-content.cardcastle.co/uploads/card_user/scanned_image/65634304-99ea-4c9d-a7f2-ad7a0937928c.jpg,,,,81826,,
7943374,Magic,Modern Horizons 3,Guide of Souls,29,R,Near Mint,2.75,,,,,1,2.75,,2.75,https://user-content.cardcastle.co/uploads/card_user/scanned_image/f2ee0b83-d037-4088-bf0d-3b66ba8eafb8.jpg,,,,81826,,
7945735,Magic,Modern Horizons 3,Sevinne's Reclamation,267,R,Near Mint,0.39,,,,,1,0.39,,0.39,https://user-content.cardcastle.co/uploads/card_user/scanned_image/a887eaea-e787-4b4c-80fc-814eba0f871e.jpg,,,,81826,,
4305901,Magic,Theros Beyond Death,Shatter the Sky,37,R,Near Mint,0.23,,,,,1,0.23,,0.23,https://user-content.cardcastle.co/uploads/card_user/scanned_image/fb44b8bd-9abd-4fb5-9b41-5562314f9d13.jpg,,,,81826,,
8989749,Magic,Avatar: The Last Airbender,United Front,39,M,Near Mint,2.03,,,,,1,2.03,,2.03,https://user-content.cardcastle.co/uploads/card_user/scanned_image/6725729f-1de2-41f9-965d-0085e7c5443c.jpg,,,,81826,,
8757827,Magic,Commander: FINAL FANTASY,Coin of Fate (Extended Art),104,R,Near Mint,0.31,,,,,1,0.31,,0.31,https://user-content.cardcastle.co/uploads/card_user/scanned_image/8a253598-0bb4-4dac-b111-2a07d285eff1.jpg,,,,81826,,
8042929,Magic,Bloomburrow,Jackdaw Savior,18,R,Near Mint,0.43,,,,,1,0.43,,0.43,https://user-content.cardcastle.co/uploads/card_user/scanned_image/2316794b-77fc-44f5-b499-a02ce744e65e.jpg,,,,81826,,
5752714,Magic,Commander: Dominaria United,Unbreakable Formation,106,R,Near Mint,0.76,,,,,1,0.76,,0.76,https://user-content.cardcastle.co/uploads/card_user/scanned_image/bb7bbaa8-9108-4953-addc-a9ce4db87da7.jpg,,,,81826,,
4672990,Magic,Commander Legends,"Odric, Lunarch Marshal",379,R,Near Mint,0.96,,,,,1,0.96,,0.96,https://user-content.cardcastle.co/uploads/card_user/scanned_image/8b8af4f1-9217-4e00-a85f-d268d1137139.jpg,,,,81826,,
8740570,Magic,FINAL FANTASY: Through the Ages,Memories of Nibelheim - Stroke of Midnight (Showcase),26,U,Near Mint,0.91,,,,,1,0.91,,0.91,https://user-content.cardcastle.co/uploads/card_user/scanned_image/30f8dc33-dd1f-415a-b792-c18b286b5b86.jpg,,,,81826,,
9006007,Magic,Avatar: The Last Airbender,South Pole Voyager,35,R,Near Mint,0.29,,,,,1,0.29,,0.29,https://user-content.cardcastle.co/uploads/card_user/scanned_image/36353563-5288-4412-8c8d-c9c9ad5db6c7.jpg,,,,81826,,
8882010,Magic,Avatar: The Last Airbender,"Momo, Friendly Flier",29,R,Near Mint,0.39,,,,,1,0.39,,0.39,https://user-content.cardcastle.co/uploads/card_user/scanned_image/10b94586-bb0e-46d2-8372-0a48e7b7a89e.jpg,,,,81826,,
8973862,Magic,Avatar: The Last Airbender,Airbender Ascension,6,R,Near Mint,1.17,,,,,1,1.17,,1.17,https://user-content.cardcastle.co/uploads/card_user/scanned_image/d8dec688-58a5-433b-ad99-9e2debd302b4.jpg,,,,81826,,
4298732,Magic,Theros Beyond Death,Archon of Sun's Grace,3,R,Near Mint,0.46,,,,,1,0.46,,0.46,https://user-content.cardcastle.co/uploads/card_user/scanned_image/4be8a377-8cfa-4432-a79a-005a3e2ee1fe.jpg,,,,81826,,
8994468,Magic,Avatar: The Last Airbender: Eternal-Legal,Earthshape (Borderless),67,R,Near Mint,7.14,,,,,1,7.14,,7.14,https://user-content.cardcastle.co/uploads/card_user/scanned_image/6b64a9c8-c2bb-4de4-9115-259ab23765a4.jpg,,,,81826,,
6937294,Magic,Phyrexia: All Will Be One,Mite Overseer,404,R,Near Mint,0.37,,,,,1,0.37,,0.37,https://user-content.cardcastle.co/uploads/card_user/scanned_image/b3ab0400-f3b3-43c7-ad31-51530ba796f1.jpg,,,,81826,,
6929343,Magic,Phyrexia: All Will Be One,White Sun's Twilight,38,R,Near Mint,1.98,,,,,1,1.98,,1.98,https://user-content.cardcastle.co/uploads/card_user/scanned_image/6b757e2e-b85f-4190-b458-b581221b634e.jpg,,,,81826,,
7194474,Magic,Universes Beyond: The Lord of the Rings: Tales of Middle-earth,"Saradoc, Master of Buckland",282,R,Near Mint,0.32,,,,,2,0.32,,0.32,https://user-content.cardcastle.co/uploads/card_user/scanned_image/9b3be589-a793-453e-9163-46fcc63d56bf.jpg,,,,81826,,
8015643,Magic,Duskmourn: House of Horror,Leyline of Hope,18,R,Near Mint,1.21,,,,,1,1.21,,1.21,https://user-content.cardcastle.co/uploads/card_user/scanned_image/5a9785e5-e6d9-41ee-9a5e-3ff065199b9c.jpg,,,,81826,,
7284484,Magic,Commander Masters,Gatewatch Beacon,721,R,Near Mint,0.39,,,,,1,0.39,,0.39,https://user-content.cardcastle.co/uploads/card_user/scanned_image/fc19fa7f-713f-4f6a-ac11-215133bc1f2f.jpg,,,,81826,,
7390185,Magic,Wilds of Eldraine,Regal Bunnicorn,25,R,Near Mint,0.83,,,,,1,0.83,,0.83,https://user-content.cardcastle.co/uploads/card_user/scanned_image/0559514c-a5e3-44aa-aace-91e22f135d6f.jpg,,,,81826,,
8862160,Magic,Marvel's Spider-Man,Origin of Spider-Man,9,R,Near Mint,0.48,,,,,1,0.48,,0.48,https://user-content.cardcastle.co/uploads/card_user/scanned_image/673119fa-0bfc-4c78-874c-486051fd4099.jpg,,,,81826,,
22804,Magic,Onslaught,Oblation,46,R,Near Mint,1.28,,,,,1,1.28,,1.28,https://user-content.cardcastle.co/uploads/card_user/scanned_image/4c149b0c-203c-4c73-b9a8-fc1d0cb0bdf0.jpg,,,,81826,,
6953995,Magic,Commander: Phyrexia: All Will Be One,Mirage Mockery,22,R,Near Mint,0.34,,,,,1,0.34,,0.34,https://user-content.cardcastle.co/uploads/card_user/scanned_image/6ea861c4-72a3-4643-8dee-1c3f0cb570dd.jpg,,,,81826,,
5425441,Magic,Commander: Kamigawa: Neon Dynasty,"Jace, Architect of Thought",93,M,Near Mint,0.35,,,,,1,0.35,,0.35,https://user-content.cardcastle.co/uploads/card_user/scanned_image/dbf42d52-44c8-4fcf-9eaa-5ebf3e17954c.jpg,,,,81826,,
5426541,Magic,Commander: Kamigawa: Neon Dynasty,Master of Etherium,94,R,Near Mint,0.89,,,,,1,0.89,,0.89,https://user-content.cardcastle.co/uploads/card_user/scanned_image/a1c09b0d-959a-4457-9192-c3d5f38ebab0.jpg,,,,81826,,
5426441,Magic,Commander: Kamigawa: Neon Dynasty,"Emry, Lurker of the Loch",91,R,Near Mint,1.88,,,,,1,1.88,,1.88,https://user-content.cardcastle.co/uploads/card_user/scanned_image/d3bf051a-fa0a-4cef-95dc-a055822b7c4f.jpg,,,,81826,,
5430146,Magic,Commander: Kamigawa: Neon Dynasty,Access Denied,11,R,Near Mint,2.88,,,,,1,2.88,,2.88,https://user-content.cardcastle.co/uploads/card_user/scanned_image/ba0f37d8-8337-4d07-bfc8-54259c738f60.jpg,,,,81826,,
5430396,Magic,Commander: Kamigawa: Neon Dynasty,Research Thief,16,R,Near Mint,1.71,,,,,1,1.71,,1.71,https://user-content.cardcastle.co/uploads/card_user/scanned_image/21a9e77e-c3b4-4e50-8906-d71bc6fcf199.jpg,,,,81826,,
5430346,Magic,Commander: Kamigawa: Neon Dynasty,"Katsumasa, the Animator",15,R,Near Mint,0.36,,,,,1,0.36,,0.36,https://user-content.cardcastle.co/uploads/card_user/scanned_image/ca266b54-053c-49d9-90d3-1ea0a884d774.jpg,,,,81826,,
8195992,Magic,Commander: Duskmourn: House of Horror,Primordial Mist,123,R,Near Mint,0.33,,,,,1,0.33,,0.33,https://user-content.cardcastle.co/uploads/card_user/scanned_image/cc859c48-224e-4ef2-bc43-cdfd7b99fd62.jpg,,,,81826,,
8196202,Magic,Commander: Duskmourn: House of Horror,Zimone's Hypothesis,15,R,Near Mint,0.29,,,,,1,0.29,,0.29,https://user-content.cardcastle.co/uploads/card_user/scanned_image/0b83180b-a8af-4d2e-a53f-ae6272f93d63.jpg,,,,81826,,
5430296,Magic,Commander: Kamigawa: Neon Dynasty,Kappa Cannoneer,14,R,Near Mint,0.73,,,,,1,0.73,,0.73,https://user-content.cardcastle.co/uploads/card_user/scanned_image/d83e9887-b5a8-45be-89ef-9a6429bb3944.jpg,,,,81826,,
8196112,Magic,Commander: Duskmourn: House of Horror,They Came from the Pipes,14,R,Near Mint,0.31,,,,,1,0.31,,0.31,https://user-content.cardcastle.co/uploads/card_user/scanned_image/ad3bcb5f-096c-4113-9540-004611cee07a.jpg,,,,81826,,
8195722,Magic,Commander: Duskmourn: House of Horror,Aether Gale,109,R,Near Mint,0.31,,,,,1,0.31,,0.31,https://user-content.cardcastle.co/uploads/card_user/scanned_image/796d774c-1e21-4bc1-965b-779e79690b8e.jpg,,,,81826,,
8196082,Magic,Commander: Duskmourn: House of Horror,Skaab Ruinator,128,M,Near Mint,0.26,,,,,1,0.26,,0.26,https://user-content.cardcastle.co/uploads/card_user/scanned_image/e7fad353-2921-479b-b8d5-0474ec6216ba.jpg,,,,81826,,
8195872,Magic,Commander: Duskmourn: House of Horror,Glitch Interpreter,13,R,Near Mint,0.26,,,,,1,0.26,,0.26,https://user-content.cardcastle.co/uploads/card_user/scanned_image/01d5e515-e221-41ba-8d11-b22268ac0c8b.jpg,,,,81826,,
7194394,Magic,Universes Beyond: The Lord of the Rings: Tales of Middle-earth,"Goldberry, River-Daughter",52,R,Near Mint,0.78,,,,,2,0.78,,0.78,https://user-content.cardcastle.co/uploads/card_user/scanned_image/adf2d622-a54b-43fe-b436-70c2ec0905f5.jpg,,,,81826,,
